STNAM,FIPST,LEAID,ST_LEAID,LEANM,ALL_COHORT_1617,ALL_RATE_1617,MAM_COHORT_1617,MAM_RATE_1617,MAS_COHORT_1617,MAS_RATE_1617,MBL_COHORT_1617,MBL_RATE_1617,MHI_COHORT_1617,MHI_RATE_1617,MTR_COHORT_1617,MTR_RATE_1617,MWH_COHORT_1617,MWH_RATE_1617,CWD_COHORT_1617,CWD_RATE_1617,ECD_COHORT_1617,ECD_RATE_1617,LEP_COHORT_1617,LEP_RATE_1617,DATE_CUR
ARIZONA,04,0400001,AZ-4244,Cave Creek Unified District,423,95,2,PS,13,GE50,10,GE50,24,GE80,,,372,95,34,70-79,23,GE80,1,PS,17AUG18
ARIZONA,04,0400003,AZ-4474,Chino Valley Unified District,182,85-89,4,PS,2,PS,2,PS,50,80-89,,,121,85-89,14,GE50,96,80-84,8,GE50,17AUG18
ARIZONA,04,0400016,AZ-4191,Center for Academic Success  Inc.,60,80-89,,,,,3,PS,41,80-89,,,16,GE80,5,PS,46,80-89,1,PS,17AUG18
ARIZONA,04,0400019,AZ-4202,Flagstaff Arts And Leadership Academy,46,GE90,,,,,,,4,PS,,,42,GE90,9,GE50,,,,,17AUG18
ARIZONA,04,0400021,AZ-4370,Colorado City Unified District,34,70-79,,,,,,,,,,,34,70-79,2,PS,23,GE80,,,17AUG18
ARIZONA,04,0400022,AZ-4162,Vernon Elementary District,13,GE50,,,,,1,PS,1,PS,,,9,GE50,2,PS,4,PS,,,17AUG18
ARIZONA,04,0400023,AZ-4390,Pinon Unified District,90,75-79,89,75-79,,,,,,,,,1,PS,10,GE50,,,3,PS,17AUG18
ARIZONA,04,0400026,AZ-4392,Heber-Overgaard Unified District,36,80-89,1,PS,,,,,9,GE50,,,26,GE80,2,PS,12,GE50,,,17AUG18
ARIZONA,04,0400036,AZ-4309,Foothills Academy,36,GE90,,,,,2,PS,1,PS,,,33,GE90,,,,,,,17AUG18
ARIZONA,04,0400041,AZ-4314,Maricopa County Community College District dba Gateway Early,50,GE90,1,PS,,,2,PS,45,GE90,,,2,PS,8,GE50,41,GE90,1,PS,17AUG18
ARIZONA,04,0400043,AZ-4316,New School For The Arts,53,80-89,1,PS,2,PS,5,PS,8,GE50,,,36,80-89,6,GE50,,,,,17AUG18
ARIZONA,04,0400047,AZ-4320,Salt River Pima-Maricopa  Community Schools,59,40-49,48,30-39,,,1,PS,10,GE50,,,,,9,GE50,16,60-79,,,17AUG18
ARIZONA,04,0400052,AZ-4335,Espiritu Community Development Corp.,45,GE90,1,PS,,,,,43,GE90,,,1,PS,4,PS,43,GE90,1,PS,17AUG18
ARIZONA,04,0400053,AZ-4336,Heritage Academy  Inc.,109,GE95,2,PS,2,PS,2,PS,8,GE50,,,93,GE95,6,GE50,,,,,17AUG18
ARIZONA,04,0400056,AZ-4345,Arizona School For The Arts,87,GE95,,,6,GE50,3,PS,19,GE80,,,56,GE90,3,PS,,,,,17AUG18
ARIZONA,04,0400057,AZ-4346,Arizona Call-a-Teen Youth Resources  Inc.,58,11-19,,,1,PS,3,PS,47,11-19,,,6,LT50,3,PS,31,20-29,5,PS,17AUG18
ARIZONA,04,0400061,AZ-4352,Intelli-School  Inc.,37,11-19,,,,,2,PS,11,LT50,,,23,LE20,3,PS,29,LE20,1,PS,17AUG18
ARIZONA,04,0400065,AZ-4355,Benjamin Franklin Charter School,68,GE95,,,,,1,PS,3,PS,,,63,GE95,5,PS,,,,,17AUG18
ARIZONA,04,0400067,AZ-4358,Victory High School  Inc.,7,GE50,,,1,PS,,,6,GE50,,,,,,,7,GE50,,,17AUG18
ARIZONA,04,0400070,AZ-4361,Tempe Preparatory Academy,47,GE90,3,PS,1,PS,3,PS,1,PS,,,37,GE90,,,9,GE50,,,17AUG18
ARIZONA,04,0400074,AZ-4383,Kingman Academy Of Learning,76,GE95,,,2,PS,,,7,GE50,,,64,GE95,4,PS,22,GE80,,,17AUG18
ARIZONA,04,0400077,AZ-4400,Career Development  Inc.,38,LE10,5,PS,,,,,11,LT50,,,19,LE20,10,LT50,3,PS,,,17AUG18
ARIZONA,04,0400078,AZ-4421,Edge School  Inc.  The,93,40-44,1,PS,2,PS,4,PS,47,40-49,,,35,50-59,7,LT50,59,30-39,,,17AUG18
ARIZONA,04,0400079,AZ-4422,Tucson Youth Development/ACE Charter High School,191,LE5,8,LT50,,,11,LT50,107,6-9,,,65,LE5,14,LT50,38,11-19,4,PS,17AUG18
ARIZONA,04,0400081,AZ-4425,Presidio School,12,GE50,,,1,PS,2,PS,4,PS,,,5,PS,,,8,GE50,,,17AUG18
ARIZONA,04,0400082,AZ-4381,Colorado River Union High School District,498,81,4,PS,3,PS,8,GE50,216,80-84,,,244,80-84,54,80-89,284,80-84,3,PS,17AUG18
ARIZONA,04,0400083,AZ-4431,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,316,23,16,21-39,1,PS,10,LT50,253,20-24,,,30,21-39,32,30-39,267,20-24,47,11-19,17AUG18
ARIZONA,04,0400094,AZ-4508,Az-Tec High School,57,40-49,1,PS,,,2,PS,49,30-39,,,4,PS,7,GE50,55,30-39,1,PS,17AUG18
ARIZONA,04,0400095,AZ-4509,Yuma Private Industry Council  Inc.,40,30-39,,,,,2,PS,33,30-39,,,5,PS,1,PS,34,20-29,1,PS,17AUG18
ARIZONA,04,0400097,AZ-4204,Northland Preparatory Academy,74,GE95,1,PS,1,PS,,,6,GE50,,,60,GE90,5,PS,,,,,17AUG18
ARIZONA,04,0400099,AZ-4216,Liberty High School,33,30-39,5,PS,,,,,14,LT50,,,14,LT50,5,PS,20,40-59,,,17AUG18
ARIZONA,04,0400103,AZ-4323,Ombudsman Educational Services Ltd. a subsidiary of Educ 1,471,16,39,LE10,5,PS,41,11-19,278,10-14,,,104,25-29,41,11-19,,,11,LT50,17AUG18
ARIZONA,04,0400106,AZ-4331,Arizona Agribusiness & Equine Center  Inc.,93,GE95,,,5,PS,3,PS,7,GE50,,,77,GE95,4,PS,5,PS,,,17AUG18
ARIZONA,04,0400107,AZ-4334,International Commerce Secondary Schools  Inc.,327,39,9,LT50,,,29,21-39,250,35-39,,,35,60-69,10,LT50,,,20,21-39,17AUG18
ARIZONA,04,0400108,AZ-4337,Humanities and Sciences Academy of the United States  Inc.,173,50-54,12,GE50,2,PS,16,40-59,88,50-54,,,45,50-59,14,GE50,,,9,LT50,17AUG18
ARIZONA,04,0400112,AZ-4348,American Leadership Academy  Inc.,269,84,2,PS,6,GE50,12,GE50,41,70-79,,,196,85-89,29,60-79,65,80-84,,,17AUG18
ARIZONA,04,0400121,AZ-4297,Accelerated Learning Center  Inc.,77,75-79,1,PS,,,,,3,PS,,,73,75-79,5,PS,,,,,17AUG18
ARIZONA,04,0400124,AZ-4332,Genesis Program  Inc.,45,11-19,2,PS,,,3,PS,39,11-19,,,,,,,28,LE20,1,PS,17AUG18
ARIZONA,04,0400125,AZ-4427,Luz Academy of Tucson  Inc,3,PS,,,,,1,PS,2,PS,,,,,,,,,,,17AUG18
ARIZONA,04,0400129,AZ-6364,Accelerated Elementary and Secondary Schools,5,PS,,,,,,,4,PS,,,1,PS,,,2,PS,,,17AUG18
ARIZONA,04,0400130,AZ-6365,American Heritage Academy,7,GE50,2,PS,,,,,1,PS,,,4,PS,,,2,PS,,,17AUG18
ARIZONA,04,0400133,AZ-6375,Employ-Ability Unlimited  Inc.,14,GE50,1,PS,,,2,PS,8,GE50,,,3,PS,3,PS,10,GE50,,,17AUG18
ARIZONA,04,0400144,AZ-4300,Florence Crittenton Services of Arizona  Inc.,1,PS,,,,,1,PS,,,,,,,,,,,,,17AUG18
ARIZONA,04,0400147,AZ-6369,Ha:san Educational Services,37,40-49,35,40-49,,,,,,,,,1,PS,10,LT50,34,40-49,,,17AUG18
ARIZONA,04,0400149,AZ-4342,Kaizen Education Foundation dba El Dorado High School,109,50-54,4,PS,2,PS,15,GE50,68,45-49,,,19,60-79,13,LT50,39,60-69,2,PS,17AUG18
ARIZONA,04,0400153,AZ-6379,Phoenix School of Academic Excellence The,41,30-39,2,PS,,,1,PS,29,21-39,,,8,GE50,5,PS,10,GE50,,,17AUG18
ARIZONA,04,0400154,AZ-6353,Shonto Governing Board of Education  Inc.,18,GE80,18,GE80,,,,,,,,,,,7,GE50,,,1,PS,17AUG18
ARIZONA,04,0400157,AZ-4329,Edkey  Inc. - Sequoia Choice Schools,252,25,8,LT50,9,LT50,19,40-59,87,20-24,,,123,25-29,17,LE20,106,20-24,14,LT50,17AUG18
ARIZONA,04,0400159,AZ-6374,Tucson Preparatory School,56,LE10,5,PS,,,4,PS,37,LE10,,,9,LT50,13,LT50,28,LE20,,,17AUG18
ARIZONA,04,0400160,AZ-4430,Vision Charter School  Inc.,4,PS,,,,,,,3,PS,,,1,PS,,,2,PS,,,17AUG18
ARIZONA,04,0400163,AZ-10386,Coconino County Accommodation School District,109,50-54,60,40-49,3,PS,1,PS,10,LT50,,,33,60-69,12,LT50,,,1,PS,17AUG18
ARIZONA,04,0400192,AZ-78868,Sonoran Desert School,5,PS,,,,,,,1,PS,,,4,PS,,,1,PS,,,17AUG18
ARIZONA,04,0400201,AZ-4420,Pima County,78,30-34,9,LT50,,,4,PS,53,20-29,,,11,GE50,6,LT50,51,30-39,,,17AUG18
ARIZONA,04,0400202,AZ-78897,Academy of Tucson  Inc.,38,GE90,,,1,PS,1,PS,10,GE50,,,25,GE80,3,PS,,,,,17AUG18
ARIZONA,04,0400204,AZ-10879,Mountain Rose Academy  Inc.,134,25-29,1,PS,1,PS,2,PS,62,20-24,,,63,25-29,7,LT50,88,25-29,2,PS,17AUG18
ARIZONA,04,0400209,AZ-10970,Park View School  Inc.,22,GE80,,,,,1,PS,7,GE50,,,13,GE50,3,PS,14,GE50,,,17AUG18
ARIZONA,04,0400211,AZ-10965,Mary Ellen Halvorson Educational Foundation. dba: Tri-City P,58,GE90,,,,,1,PS,7,GE50,,,50,GE90,,,,,,,17AUG18
ARIZONA,04,0400212,AZ-79226,Benson Unified School District,124,80-84,1,PS,1,PS,1,PS,28,GE80,,,91,80-84,16,60-79,39,70-79,1,PS,17AUG18
ARIZONA,04,0400214,AZ-79131,The Shelby School,1,PS,,,,,,,,,,,1,PS,,,1,PS,,,17AUG18
ARIZONA,04,0400219,AZ-79047,Career Success Schools,247,41,7,LT50,1,PS,19,40-59,182,40-44,,,31,30-39,16,21-39,136,25-29,12,LT50,17AUG18
ARIZONA,04,0400223,AZ-79049,Daisy Education Corporation dba Sonoran Science Academy,54,80-89,,,4,PS,4,PS,13,GE50,,,31,80-89,1,PS,12,GE50,,,17AUG18
ARIZONA,04,0400225,AZ-79264,Horizon Community Learning Center  Inc.,97,GE95,1,PS,5,PS,5,PS,18,GE80,,,63,GE95,7,GE50,,,2,PS,17AUG18
ARIZONA,04,0400231,AZ-79063,James Madison Preparatory School,31,GE90,,,1,PS,1,PS,6,GE50,,,21,GE80,,,,,,,17AUG18
ARIZONA,04,0400235,AZ-79214,Excalibur Charter Schools  Inc.,2,PS,,,,,,,,,,,2,PS,,,1,PS,,,17AUG18
ARIZONA,04,0400238,AZ-5181,Metropolitan Arts Institute  Inc.,43,GE90,1,PS,,,1,PS,11,GE50,,,28,GE80,2,PS,14,GE50,,,17AUG18
ARIZONA,04,0400241,AZ-5180,Paragon Management  Inc.,131,GE95,1,PS,5,PS,7,GE50,26,GE80,,,91,GE95,12,GE50,38,GE90,,,17AUG18
ARIZONA,04,0400243,AZ-79084,Skyline Schools  Inc.,28,GE80,,,1,PS,10,GE50,11,GE50,,,6,GE50,3,PS,9,GE50,1,PS,17AUG18
ARIZONA,04,0400244,AZ-6446,Edkey  Inc. - Sequoia Charter School,50,70-79,2,PS,,,2,PS,28,60-79,,,16,60-79,6,GE50,32,80-89,1,PS,17AUG18
ARIZONA,04,0400246,AZ-79211,Edkey  Inc. - Sequoia Village School,13,GE50,,,,,,,,,,,13,GE50,,,7,GE50,,,17AUG18
ARIZONA,04,0400248,AZ-79218,Telesis Center for Learning  Inc.,19,GE80,,,,,,,2,PS,,,17,GE80,,,9,GE50,,,17AUG18
ARIZONA,04,0400254,AZ-79000,Southern Arizona Community Academy  Inc.,47,11-19,3,PS,,,7,LT50,19,LE20,,,15,LT50,8,LT50,,,,,17AUG18
ARIZONA,04,0400259,AZ-79085,Southgate Academy  Inc.,30,GE80,1,PS,1,PS,1,PS,24,GE80,,,3,PS,5,PS,24,GE80,3,PS,17AUG18
ARIZONA,04,0400261,AZ-78833,Eastpointe High School  Inc.,253,18,13,LT50,4,PS,18,21-39,96,20-24,,,119,15-19,29,21-39,,,2,PS,17AUG18
ARIZONA,04,0400266,AZ-79068,PACE Preparatory Academy  Inc.,20,40-59,,,1,PS,,,7,LT50,,,10,GE50,1,PS,16,60-79,,,17AUG18
ARIZONA,04,0400267,AZ-79065,Kestrel Schools  Inc.,16,LE20,1,PS,3,PS,2,PS,5,PS,,,4,PS,1,PS,13,LT50,1,PS,17AUG18
ARIZONA,04,0400273,AZ-78997,GAR  LLC dba Student Choice High School,399,24,23,LE20,2,PS,55,30-39,207,10-14,,,102,40-44,16,40-59,,,6,LT50,17AUG18
ARIZONA,04,0400274,AZ-79053,AIBT Non-Profit Charter High School - Phoenix,67,30-34,1,PS,1,PS,9,LT50,52,20-29,,,2,PS,11,LT50,54,20-29,2,PS,17AUG18
ARIZONA,04,0400276,AZ-79213,Academy with Community Partners  Inc,44,20-29,,,,,2,PS,25,LE20,,,14,LT50,2,PS,32,11-19,,,17AUG18
ARIZONA,04,0400278,AZ-79496,Deer Valley Charter Schools  Inc.,11,GE50,,,,,,,3,PS,,,8,GE50,,,,,,,17AUG18
ARIZONA,04,0400280,AZ-79498,Mohave Accelerated Learning Center,61,GE95,,,,,,,10,GE50,,,50,GE90,3,PS,42,GE90,,,17AUG18
ARIZONA,04,0400281,AZ-79499,Masada Charter School  Inc.,33,LE10,,,,,,,1,PS,,,32,LE10,3,PS,24,LE20,,,17AUG18
ARIZONA,04,0400282,AZ-79501,Harvest Power Community Development Group  Inc.,61,90-94,,,2,PS,,,53,GE90,,,6,GE50,10,GE50,45,GE90,1,PS,17AUG18
ARIZONA,04,0400284,AZ-79503,Omega Alpha Academy,8,GE50,,,,,,,8,GE50,,,,,1,PS,1,PS,2,PS,17AUG18
ARIZONA,04,0400288,AZ-79569,Premier Charter High School,71,70-74,,,,,9,GE50,59,70-79,,,3,PS,3,PS,62,70-74,5,PS,17AUG18
ARIZONA,04,0400290,AZ-79578,Pan-American Elementary Charter,21,GE80,,,,,,,21,GE80,,,,,4,PS,21,GE80,,,17AUG18
ARIZONA,04,0400295,AZ-79598,Kingman Unified School District,503,71,21,21-39,7,GE50,7,GE50,100,75-79,,,350,73,59,50-59,281,65-69,3,PS,17AUG18
ARIZONA,04,0400303,AZ-79701,North Star Charter School  Inc.,122,50-54,1,PS,1,PS,19,40-59,83,55-59,,,16,21-39,3,PS,87,70-74,6,GE50,17AUG18
ARIZONA,04,0400311,AZ-79059,E-Institute Charter Schools  Inc.,412,36,4,PS,9,GE50,16,21-39,195,25-29,,,175,40-44,26,21-39,166,30-34,8,LT50,17AUG18
ARIZONA,04,0400315,AZ-79379,Yavapai Accommodation School District,38,20-29,1,PS,1,PS,1,PS,7,LT50,,,27,21-39,5,PS,20,LE20,,,17AUG18
ARIZONA,04,0400321,AZ-79439,Pinnacle Education-WMCB  Inc.,4,PS,,,,,1,PS,1,PS,,,2,PS,1,PS,,,,,17AUG18
ARIZONA,04,0400322,AZ-79441,Desert Rose Academy Inc.,79,6-9,2,PS,3,PS,5,PS,44,LE10,,,25,LE20,15,LT50,70,6-9,2,PS,17AUG18
ARIZONA,04,0400326,AZ-79453,Success School,30,GE80,,,,,5,PS,19,GE80,,,6,GE50,7,GE50,17,GE80,2,PS,17AUG18
ARIZONA,04,0400327,AZ-79455,Pointe Educational Services,115,GE95,,,5,PS,7,GE50,42,GE90,,,58,GE90,8,GE50,55,GE90,,,17AUG18
ARIZONA,04,0400329,AZ-79461,American Virtual Academy,2986,19,103,6-9,45,LE10,158,15-19,1140,12,,,1391,26,302,12,1473,15,30,LE20,17AUG18
ARIZONA,04,0400330,AZ-79467,Compass High School  Inc.,158,20-24,3,PS,3,PS,11,LT50,54,11-19,,,81,25-29,30,21-39,,,,,17AUG18
ARIZONA,04,0400332,AZ-79475,James Sandoval Preparatory High School,34,30-39,,,1,PS,,,29,21-39,,,4,PS,3,PS,30,21-39,1,PS,17AUG18
ARIZONA,04,0400352,AZ-79873,American Charter Schools Foundation d.b.a. Estrella High Sch,133,25-29,,,2,PS,25,21-39,93,25-29,,,10,LT50,12,LT50,78,25-29,5,PS,17AUG18
ARIZONA,04,0400353,AZ-79875,American Charter Schools Foundation d.b.a. Peoria Accelerate,256,33,4,PS,3,PS,35,30-39,155,30-34,,,55,30-39,35,40-49,205,30-34,3,PS,17AUG18
ARIZONA,04,0400354,AZ-79877,American Charter Schools Foundation d.b.a. Sun Valley High S,200,25-29,11,LT50,1,PS,17,21-39,111,25-29,,,55,30-39,35,20-29,192,30-34,2,PS,17AUG18
ARIZONA,04,0400355,AZ-79879,American Charter Schools Foundation d.b.a. West Phoenix High,169,35-39,1,PS,4,PS,8,LT50,154,35-39,,,1,PS,11,GE50,164,40-44,8,LT50,17AUG18
ARIZONA,04,0400356,AZ-79881,Nosotros  Inc,38,50-59,1,PS,,,1,PS,36,50-59,,,,,8,GE50,37,40-49,2,PS,17AUG18
ARIZONA,04,0400357,AZ-79883,American Charter Schools Foundation d.b.a. Apache Trail High,70,40-44,2,PS,1,PS,,,16,60-79,,,50,40-49,5,PS,51,50-59,,,17AUG18
ARIZONA,04,0400363,AZ-79951,SC Jensen Corporation  Inc. dba Intelli-School,42,LE10,2,PS,,,3,PS,26,LE20,,,8,LT50,5,PS,33,LE10,2,PS,17AUG18
ARIZONA,04,0400364,AZ-79953,PAS Charter  Inc.  dba Intelli-School,99,LE5,3,PS,,,3,PS,54,LE10,,,35,LE10,11,LT50,81,LE5,5,PS,17AUG18
ARIZONA,04,0400366,AZ-79957,Valley of the Sun Waldorf Education Association  dba Desert,6,GE50,,,,,,,,,,,6,GE50,1,PS,,,,,17AUG18
ARIZONA,04,0400367,AZ-79959,Pima Prevention Partnership dba Pima Partnership School  The,82,45-49,6,LT50,,,5,PS,64,55-59,,,3,PS,14,LT50,55,50-59,4,PS,17AUG18
ARIZONA,04,0400373,AZ-79979,Tucson International Academy  Inc.,20,GE80,,,,,1,PS,17,GE80,,,2,PS,2,PS,16,GE80,1,PS,17AUG18
ARIZONA,04,0400381,AZ-80001,Carpe Diem Collegiate High School,13,GE50,,,,,,,8,GE50,,,5,PS,2,PS,3,PS,,,17AUG18
ARIZONA,04,0400382,AZ-80032,CPLC Community Schools dba Toltecalli High School,26,21-39,,,,,,,26,21-39,,,,,2,PS,20,40-59,5,PS,17AUG18
ARIZONA,04,0400383,AZ-80299,Life Skills Center of Arizona  Inc.,87,10-14,4,PS,,,17,LE20,50,LE10,,,16,LE20,4,PS,59,11-19,1,PS,17AUG18
ARIZONA,04,0400384,AZ-79872,American Charter Schools Foundation d.b.a. Desert Hills High,71,35-39,7,LT50,,,10,LT50,26,21-39,,,24,40-59,9,LT50,30,21-39,,,17AUG18
ARIZONA,04,0400385,AZ-79874,American Charter Schools Foundation d.b.a. Crestview College,101,35-39,1,PS,,,5,PS,79,30-34,,,13,GE50,4,PS,78,30-34,12,LT50,17AUG18
ARIZONA,04,0400386,AZ-79876,Kaizen Education Foundation dba Summit High School,170,20-24,5,PS,,,17,40-59,133,15-19,,,13,LT50,19,LE20,163,20-24,13,LT50,17AUG18
ARIZONA,04,0400387,AZ-79878,Kaizen Education Foundation dba Tempe Accelerated High Schoo,31,20-29,1,PS,,,8,LT50,21,LE20,,,1,PS,2,PS,28,21-39,,,17AUG18
ARIZONA,04,0400388,AZ-79880,Kaizen Education Foundation dba Skyview High School,105,40-44,2,PS,,,14,LT50,61,40-44,,,27,40-59,11,LT50,68,45-49,3,PS,17AUG18
ARIZONA,04,0400389,AZ-79882,Kaizen Education Foundation dba Maya High School,175,20-24,4,PS,5,PS,18,21-39,124,20-24,,,21,21-39,14,LT50,171,20-24,26,LE20,17AUG18
ARIZONA,04,0400391,AZ-79907,Vista Charter School,13,LT50,,,,,,,13,LT50,,,,,,,9,LT50,5,PS,17AUG18
ARIZONA,04,0400394,AZ-79929,Avondale Learning dba Precision Academy,23,40-59,,,,,1,PS,22,40-59,,,,,2,PS,10,LT50,1,PS,17AUG18
ARIZONA,04,0400395,AZ-79967,LEAD Charter Schools,60,GE90,,,1,PS,2,PS,11,GE50,,,45,GE90,4,PS,10,GE50,,,17AUG18
ARIZONA,04,0400402,AZ-5186,Cholla Academy,29,60-79,2,PS,,,1,PS,19,60-79,,,7,GE50,,,17,40-59,,,17AUG18
ARIZONA,04,0400405,AZ-79077,Cornerstone Charter School Inc,54,50-59,7,GE50,,,9,GE50,29,40-59,,,9,GE50,10,LT50,53,50-59,1,PS,17AUG18
ARIZONA,04,0400407,AZ-85448,CITY Center for Collaborative Learning,41,GE90,,,,,,,18,GE80,,,22,GE80,5,PS,10,GE50,,,17AUG18
ARIZONA,04,0400414,AZ-85540,Academy of Building Industries  Inc.,45,50-59,,,,,1,PS,8,LT50,,,36,50-59,6,GE50,33,50-59,,,17AUG18
ARIZONA,04,0400416,AZ-85807,StarShine Academy,19,LE20,,,,,5,PS,12,LT50,,,2,PS,,,14,LT50,6,LT50,17AUG18
ARIZONA,04,0400417,AZ-85816,Arizona Agribusiness & Equine Center  Inc.,56,GE90,,,2,PS,4,PS,48,GE90,,,2,PS,2,PS,33,GE90,,,17AUG18
ARIZONA,04,0400419,AZ-87600,Gila County Regional School District,4,PS,2,PS,1,PS,,,1,PS,,,,,,,3,PS,,,17AUG18
ARIZONA,04,0400420,AZ-87334,Pillar Charter School,16,40-59,7,LT50,1,PS,1,PS,6,GE50,,,1,PS,1,PS,4,PS,,,17AUG18
ARIZONA,04,0400423,AZ-87349,Legacy Education Group,99,50-54,1,PS,1,PS,2,PS,42,50-59,,,51,40-49,12,LT50,18,60-79,1,PS,17AUG18
ARIZONA,04,0400426,AZ-87403,Arizona Agribusiness & Equine Center  Inc.,42,GE90,1,PS,1,PS,,,5,PS,,,35,GE90,,,14,GE50,,,17AUG18
ARIZONA,04,0400427,AZ-87407,Arizona Connections Academy Charter School  Inc.,190,40-44,2,PS,3,PS,8,GE50,41,30-39,,,126,40-44,24,21-39,65,20-24,2,PS,17AUG18
ARIZONA,04,0400429,AZ-79074,Country Gardens Charter Schools,7,GE50,1,PS,,,1,PS,,,,,5,PS,1,PS,5,PS,,,17AUG18
ARIZONA,04,0400432,AZ-87405,Portable Practical Educational Preparation  Inc. (PPEP  Inc.,509,34,17,LE20,5,PS,31,11-19,90,20-24,,,344,41,65,30-34,139,6-9,5,PS,17AUG18
ARIZONA,04,0400440,AZ-88299,Chandler Preparatory Academy,88,90-94,,,11,GE50,2,PS,10,GE50,,,60,GE90,2,PS,,,,,17AUG18
ARIZONA,04,0400444,AZ-88317,Prescott Valley Charter School,9,GE50,1,PS,,,,,1,PS,,,7,GE50,,,8,GE50,,,17AUG18
ARIZONA,04,0400447,AZ-88334,American Charter Schools Foundation d.b.a. South Ridge High,92,GE95,1,PS,,,8,GE50,75,90-94,,,7,GE50,7,GE50,71,90-94,3,PS,17AUG18
ARIZONA,04,0400450,AZ-4289,Agua Fria Union High School District,1889,89,19,GE80,82,GE95,165,80-84,855,91,,,698,88,176,85-89,675,89,13,LT50,17AUG18
ARIZONA,04,0400463,AZ-6393,Arizona State School for the Deaf and Blind,36,60-69,5,PS,1,PS,,,18,60-79,,,11,GE50,36,60-69,3,PS,,,17AUG18
ARIZONA,04,0400480,AZ-4249,Aguila Elementary District,17,GE80,,,,,,,16,GE80,,,1,PS,2,PS,8,GE50,,,17AUG18
ARIZONA,04,0400520,AZ-4409,Ajo Unified District,35,GE90,5,PS,1,PS,,,24,GE80,,,5,PS,1,PS,26,GE80,5,PS,17AUG18
ARIZONA,04,0400608,AZ-81078,BASIS Schools  Inc.,71,GE95,,,36,GE90,,,4,PS,,,29,GE80,1,PS,,,,,17AUG18
ARIZONA,04,0400610,AZ-81099,Desert Heights Charter Schools,26,GE80,,,2,PS,,,7,GE50,,,15,GE50,2,PS,8,GE50,,,17AUG18
ARIZONA,04,0400614,AZ-81174,MCCCD on behalf of Phoenix College Preparatory Academy,8,GE50,1,PS,,,,,6,GE50,,,1,PS,2,PS,5,PS,,,17AUG18
ARIZONA,04,0400618,AZ-80989,American Charter Schools Foundation d.b.a. South Pointe High,168,40-44,4,PS,1,PS,33,40-49,120,40-44,,,6,LT50,19,40-59,161,40-44,11,LT50,17AUG18
ARIZONA,04,0400619,AZ-80995,American Charter Schools Foundation d.b.a. Alta Vista High S,95,75-79,2,PS,,,,,92,75-79,,,1,PS,5,PS,95,75-79,1,PS,17AUG18
ARIZONA,04,0400621,AZ-81001,Pinnacle Education-Tempe  Inc.,249,31,20,21-39,3,PS,21,40-59,118,25-29,,,78,30-34,35,30-39,,,4,PS,17AUG18
ARIZONA,04,0400625,AZ-81009,Pinnacle Education-Kino  Inc.,20,40-59,,,,,,,20,40-59,,,,,2,PS,,,4,PS,17AUG18
ARIZONA,04,0400626,AZ-81011,Pinnacle Education-Casa Grande  Inc.,13,GE50,,,,,,,8,GE50,,,5,PS,4,PS,,,1,PS,17AUG18
ARIZONA,04,0400630,AZ-4161,Alpine Elementary District,2,PS,,,,,,,,,,,2,PS,,,,,,,17AUG18
ARIZONA,04,0400632,AZ-81027,Cochise Community Development Corporation,34,50-59,1,PS,4,PS,3,PS,10,GE50,,,16,40-59,2,PS,14,LT50,2,PS,17AUG18
ARIZONA,04,0400633,AZ-81029,Canyon Rose Academy  Inc.,130,6-9,6,LT50,1,PS,7,LT50,63,LE5,,,41,11-19,12,LT50,100,6-9,3,PS,17AUG18
ARIZONA,04,0400636,AZ-81041,Blueprint Education,205,18,6,LT50,,,18,LE20,135,15-19,,,43,20-29,13,LT50,133,15-19,1,PS,17AUG18
ARIZONA,04,0400640,AZ-81050,Edkey  Inc. - Sequoia School for the Deaf and Hard of Hearin,3,PS,,,,,,,1,PS,,,2,PS,3,PS,1,PS,,,17AUG18
ARIZONA,04,0400650,AZ-5174,Integrity Education Incorporated,5,PS,1,PS,,,,,1,PS,,,3,PS,,,3,PS,,,17AUG18
ARIZONA,04,0400653,AZ-79981,Edkey  Inc. - Arizona Conservatory for Arts and Academics,56,GE90,2,PS,1,PS,2,PS,11,GE50,,,39,GE90,2,PS,20,GE80,,,17AUG18
ARIZONA,04,0400655,AZ-80992,Veritas Preparatory Academy,73,GE95,,,4,PS,1,PS,15,GE50,,,51,GE90,,,,,,,17AUG18
ARIZONA,04,0400656,AZ-81033,RSD Charter School  Inc.,43,11-19,1,PS,,,4,PS,15,LT50,,,21,LE20,7,LT50,26,LE20,,,17AUG18
ARIZONA,04,0400680,AZ-4406,Amphitheater Unified District,1176,84,15,GE50,49,80-89,50,60-69,423,82,,,614,87,149,65-69,30,LE20,19,LE20,17AUG18
ARIZONA,04,0400720,AZ-4506,Antelope Union High School District,76,70-74,1,PS,2,PS,,,62,70-74,,,11,GE50,22,40-59,58,70-79,2,PS,17AUG18
ARIZONA,04,0400746,AZ-89412,Eduprize Schools  LLC,26,GE80,,,2,PS,,,8,GE50,,,16,GE80,4,PS,3,PS,,,17AUG18
ARIZONA,04,0400747,AZ-89756,Scottsdale Preparatory Academy,77,GE95,,,5,PS,3,PS,10,GE50,,,55,GE90,,,,,,,17AUG18
